Product_ASIN,URL,Title,Selling Price,MRP,Discount,Rating,Rating_Count,Category,Subcategory,Platform
B0CSK23FH5,https://www.amazon.in/dp/B0CSK23FH5?th=1&psc=1&language=en_IN,"Haier 1 Ton 3 Star Twin Inverter Split AC (Copper, 7 in 1 Convertible, Frost Self Clean, HD Filter, Cools at 54°C, Long Air Throw - HSU11V-TMS3BN-INV,White)",30990.0,61999.0,50.0,3.6,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0CSVHJQHB,https://www.amazon.in/dp/B0CSVHJQHB?th=1&psc=1&language=en_IN,"ZENGSHI LIFE MUSEUM SBR001WHITE Window Air Conditioner, 5 Star Energy Star, 0 Cubic Centimeters, Touch Control, Room Air Conditioner Replacement Parts",5950.0,45977.1428571429,39.7142857142857,3.5,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Window Air Conditioners",Air Conditioners,Amazon
B0CTMLLLS7,https://www.amazon.in/dp/B0CTMLLLS7?th=1&psc=1&language=en_IN,"Punnk Funnk 300Mbps Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 2 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",1199.0,4999.0,76.0,3.6,36.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B0CW9SSFL5,https://www.amazon.in/dp/B0CW9SSFL5?th=1&psc=1&language=en_IN,"Blue Star 2 Ton 5 Star, 60 Months Warranty, Inverter Split AC (Copper, Convertible 5 in 1 Cooling, Multi Sensors, Dust Filter Blue Fins, Self Diagnosis, IC524DNUR,White)",57490.0,85000.0,32.0,3.6,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0CWNRKGVY,https://www.amazon.in/dp/B0CWNRKGVY?th=1&psc=1&language=en_IN,"Blue Star 1 Ton 3 Star Fixed Speed Window AC (Copper, Turbo Cool, Fan Modes-Auto/High/Medium/Low, Hydrophilic Blue Fins, Dust Filters, Self-Diagnosis, WFD312L, White)",24912.375,45977.1428571429,39.7142857142857,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Window Air Conditioners",Air Conditioners,Amazon
B0CWVDN3HZ,https://www.amazon.in/dp/B0CWVDN3HZ?th=1&psc=1&language=en_IN,"Voltas 1.5 ton 5 Star, Inverter Split AC (Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 185V Vectra CAR, White)",39990.0,83999.0,52.0,4.1,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0CWVDXYX1,https://www.amazon.in/dp/B0CWVDXYX1?th=1&psc=1&language=en_IN,"Voltas 1.5 ton 3 Star, Inverter Split AC (Copper, 4-in-1 Adjustable Mode, Anti-dust Filter,183V Vectra CAW, White)",33990.0,62990.0,46.0,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0CWVSN9FM,https://www.amazon.in/dp/B0CWVSN9FM?th=1&psc=1&language=en_IN,O-General 1.5 Ton 3 Star Fixed Speed Split Air Conditioner with Anti-Corrosion Copper Heat Exchager (2023 Model ASGA18BMAA-B White),57890.0,71861.5763888889,42.0347222222222,3.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0CXJ4VBMD,https://www.amazon.in/dp/B0CXJ4VBMD?th=1&psc=1&language=en_IN,"Samsung Galaxy Tab S9 FE+ 31.50 cm (12.4 inch) Display, RAM 8 GB, ROM 128 GB Expandable, S Pen in-Box, Wi-Fi, IP68 Tablet, Gray",32880.0,59999.0,45.0,4.4,595.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CXJ6F1QM,https://www.amazon.in/dp/B0CXJ6F1QM?th=1&psc=1&language=en_IN,"Samsung Galaxy Tab A9+ 27.94 cm (11.0 inch) Display, RAM 8 GB, ROM 128 GB Expandable, Wi-Fi+5G, Tablet, Gray",18199.0,32999.0,45.0,4.1,529.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CXV55SLJ,https://www.amazon.in/dp/B0CXV55SLJ?th=1&psc=1&language=en_IN,"Haier 1.5 Ton 5 Star Triple Inverter Split AC (4850 W, Copper, 7 in 1 Convertible, 4-Way Swing, Frost Self Clean, HD Filter, Cools at 60°C, 20 Mtr. Air Throw - HSU18K-PYSS5BN-INV, White)",40990.0,83999.0,51.0,3.6,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0CY1S314G,https://www.amazon.in/dp/B0CY1S314G?th=1&psc=1&language=en_IN,"Lenovo Tab M11| 8 GB RAM, 128 GB ROM| 11 Inch, 90 Hz, 72% NTSC, 400 Nits FHD Display| Wi-Fi Only| Micro SD Support Upto 1 TB| Quad Speakers with Dolby Atmos|Octa-Core Processor| 13 MP Rear Camera",14999.0,31000.0,52.0,4.1,476.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CY2QL1JR,https://www.amazon.in/dp/B0CY2QL1JR?th=1&psc=1&language=en_IN,"HONOR Pad 9 (Smartchoice) WiFi Tablet with Free Bluetooth Keyboard, 12.1-Inch 2.5K Display, 8GB, 256GB Storage, Snapdragon 6 Gen 1 (4nm), 8 Speakers, Up-to 17 Hours, Android 13, Metal Body, Gray",23350.0,34999.0,33.0,4.3,726.0,Computers & Accessories > Tablets,Tablets,Amazon
B0CYL8CWKX,https://www.amazon.in/dp/B0CYL8CWKX?th=1&psc=1&language=en_IN,"Godrej 1.5 Ton 3 Star, 5 Years Comprehensive Warranty, 5-In-1 Convertible Cooling, Wood Finish, Inverter Split AC (Copper, 4 Way Air Swing, AC 1.5T SIC 18VTC3 WYB TK, Teak Wood)",33490.0,48900.0,32.0,3.7,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0D17YKRXB,https://www.amazon.in/dp/B0D17YKRXB?th=1&psc=1&language=en_IN,"Cruise 1 Ton 3 Star Inverter Split AC with 7-Stage Air Filtration (100% Copper, Convertible 4-in-1, PM 2.5 Filter, CWCVBL-VQ1W123, White)",41884.3034482759,71861.5763888889,42.0347222222222,4.1,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0D2TSY8WM,https://www.amazon.in/dp/B0D2TSY8WM?th=1&psc=1&language=en_IN,"Godrej 1.5 Ton 3 Star, Turbo Mode Window AC (Copper, Anti-Dust Filter, Anti-Freeze Thermostat, AC 1.5T WFC 18UTC3-WWB Window, White)",29900.0,41900.0,29.0,3.7,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Window Air Conditioners",Air Conditioners,Amazon
B0D42CH946,https://www.amazon.in/dp/B0D42CH946?th=1&psc=1&language=en_IN,"Samsung Galaxy Tab A9 4G LTE (64GB, 4GB, Cellular) 8.7"" Android Tablet, Octa-core (6nm), Dual Speakers (International Model Fully Unlocked for US & Global) X115 (w/ 15W Fast Charger, Graphite)",14999.0,19999.0,25.0,4.5,15.0,Computers & Accessories > Tablets,Tablets,Amazon
B0D541PG26,https://www.amazon.in/dp/B0D541PG26?th=1&psc=1&language=en_IN,"Lenovo Tab M11 | Wi-Fi+ 4G (LTE) Connectivity| 4 GB RAM, 128 GB ROM|11 Inch Screen| 90 Hz, 72% NTSC, FHD Display| Quad Speakers with Dolby Atmos|Octa-Core Processor |13 MP Rear Camera",13999.0,33000.0,58.0,4.1,476.0,Computers & Accessories > Tablets,Tablets,Amazon
B0D54294K9,https://www.amazon.in/dp/B0D54294K9?th=1&psc=1&language=en_IN,"Lenovo Tab M11 with Pen| Wi-Fi Connectivity| 8 GB RAM, 128 GB ROM|11 Inch Screen| 90 Hz, 72% NTSC, FHD Display| Quad Speakers with Dolby Atmos|Octa-Core Processor |13 MP Rear Camera",15863.0,31000.0,49.0,4.0,923.0,Computers & Accessories > Tablets,Tablets,Amazon
B0D5BN2FDY,https://www.amazon.in/dp/B0D5BN2FDY?th=1&psc=1&language=en_IN,"Voltas 1 ton 3 Star Inverter Split AC (Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 123V CAE, White)",41884.3034482759,71861.5763888889,42.0347222222222,4.1,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0D5BN76MK,https://www.amazon.in/dp/B0D5BN76MK?th=1&psc=1&language=en_IN,"Voltas 1.4 Ton 3 Star, Inverter Split AC (Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 173V CAE, White)",41884.3034482759,71861.5763888889,42.0347222222222,4.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0D7N23QKD,https://www.amazon.in/dp/B0D7N23QKD?th=1&psc=1&language=en_IN,"OnePlus Pad 2(12.1 Inch)LCD Display,12GB RAM, 256GB Storage,Snapdragon 8 Gen 3,144Hz Refresh Rate,Dolby Vision & Atmos,Open Canvas,AI features,6 speakers,Wi-Fi with Cellular Data Sharing [Nimbus Gray]",39999.0,47999.0,17.0,4.3,337.0,Computers & Accessories > Tablets,Tablets,Amazon
B0D8WB1P51,https://www.amazon.in/dp/B0D8WB1P51?th=1&psc=1&language=en_IN,"Trenzu Single Band 2.4GHz WiFi Wireless Range Extender for Home | 300Mbps, Upto 10m Coverage, 10 Devices | Signal Repeater with 2 LAN Ports, 4 Antenna | Plug & Play |Router & Access Point Mode",1129.0,2999.0,62.0,3.3,172.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B0D9VPF2ZS,https://www.amazon.in/dp/B0D9VPF2ZS?th=1&psc=1&language=en_IN,"Redmi Pad Pro| Snapdragon 7s Gen 2| 30.7cm(12.1) Tablet| 33+ Days Standby|10000mAh| HyperOS| 120Hz|6GB, 128GB| Quad Speakers|Wi-Fi 6| Mist Blue",20999.0,24999.0,16.0,4.2,124.0,Computers & Accessories > Tablets,Tablets,Amazon
B0DF2WWKB5,https://www.amazon.in/dp/B0DF2WWKB5?th=1&psc=1&language=en_IN,"HONOR Pad X8a Kids Edition [Smartchoice] Wi-fi Tablet, 4GB RAM 128 GB ROM, 27.94cm(11"") FHD Eye Comfort Display, 90Hz Refresh Rate, Parental Control, Kids Protective Case, Android 14, 4 Speakers, Grey",13490.0,22999.0,41.0,4.3,69.0,Toys & Games > Electronic Toys > Tablets & Accessories > Tablets,Tablets,Amazon
B0DGQHJB7G,https://www.amazon.in/dp/B0DGQHJB7G?th=1&psc=1&language=en_IN,"Acer Iconia Tab iM10-22 | 10.36"" 2K IPS Display, Quad Speakers, 8GB RAM + 256GB Storage, 16MP Rear + 8MP Front Camera, Fingerprint Reader, Wi-Fi + 4G LTE(Calling), Android 14, Slim Metal Body, Gold",19999.0,32990.0,39.0,4.0,72.0,Computers & Accessories > Tablets,Tablets,Amazon
B0DH52K4DD,https://www.amazon.in/dp/B0DH52K4DD?th=1&psc=1&language=en_IN,D-Link M30 |WiFi 6 Speed 3000 Mbps |Covers Upto 2800 Sq. Ft.|Dual Band |Gigabit Port|AI Powered Mesh Router |High-Performance |360 Degree Spherical Coverage|MTCTE Certified,4557.0,8260.0,45.0,3.9,75.0,Computers & Accessories > Networking Devices > Routers,Routers,Amazon
B0DHH7HGJV,https://www.amazon.in/dp/B0DHH7HGJV?th=1&psc=1&language=en_IN,"Samsung Galaxy Tab S10 Ultra [Smartchoice], S Pen in-Box, 36.99 cm (14.6 inch) Dynamic AMOLED 2X Display, 12 GB RAM, 256 GB Storage, Wi-Fi Tablet, Platinum Silver",108999.0,121999.0,11.0,4.4,29.0,Computers & Accessories > Tablets,Tablets,Amazon
B0DHPM9GWB,https://www.amazon.in/dp/B0DHPM9GWB?th=1&psc=1&language=en_IN,"Redmi Pad SE 4G | MediaTek Helio G55| 8.7-inc Display | 6650mAh Battery | 90Hz Smooth Refresh Rate| 4GB, 128GB | 1340 x 800 Display | 1 Billion Colours | Dolby Atmos | Dual Speakers | Urban Grey",10499.0,16999.0,38.0,4.2,102.0,Computers & Accessories > Tablets,Tablets,Amazon
B0DHPPZX7Y,https://www.amazon.in/dp/B0DHPPZX7Y?th=1&psc=1&language=en_IN,"Redmi Pad SE 4G | MediaTek Helio G55| 8.7-inc Display | 6650mAh Battery | 90Hz Smooth Refresh Rate| 4GB, 128GB | 1340 x 800 Display | 1 Billion Colours | Dolby Atmos | Dual Speakers | Urban Grey",10499.0,16999.0,38.0,4.2,102.0,Computers & Accessories > Tablets,Tablets,Amazon
B0DHQRYJHR,https://www.amazon.in/dp/B0DHQRYJHR?th=1&psc=1&language=en_IN,"realme Pad 2 Lite 27.81 Cm (10.9Inch) 90Hz 2K Eyecomfort Display, 8GB RAM,128 GB Memory,8300mAh Battery, Mediatek Helio G99 with Quad Speakers 4G Calling + WiFi Connectivity Tablet (Nebula Purple)",16549.0,24999.0,34.0,4.4,16.0,Computers & Accessories > Tablets,Tablets,Amazon
B0DHYBYCPQ,https://www.amazon.in/dp/B0DHYBYCPQ?th=1&psc=1&language=en_IN,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, FTKC50UV, White)",42499.0,65999.0,36.0,3.5,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DJ6Z7QDH,https://www.amazon.in/dp/B0DJ6Z7QDH?th=1&psc=1&language=en_IN,"Redmi Pad SE 4G | MediaTek Helio G55| 8.7-inc Display | 6650mAh Battery | 90Hz Smooth Refresh Rate| 4GB, 128GB | 1340 x 800 Display | 1 Billion Colours | Dolby Atmos | Dual Speakers | Urban Grey",10499.0,16999.0,38.0,4.2,102.0,Computers & Accessories > Tablets,Tablets,Amazon
B0DKNKRT47,https://www.amazon.in/dp/B0DKNKRT47?th=1&psc=1&language=en_IN,"Lapcare AC1200 WiFi Range Extender | Up to 1200Mbps Speed | Dual Band Wireless Extender, Repeater, Signal Booster, Access Point| Extends Internet Wi-Fi, Works with Any Wi-Fi Router (LRE-701)",1999.0,5399.0,63.0,4.1,88.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B0DM1ZNR7S,https://www.amazon.in/dp/B0DM1ZNR7S?th=1&psc=1&language=en_IN,"LG 1 Ton 3 Star Dual Inverter Split Ac (Copper, AI Convertible 6-In-1 Cooling, HD Filter with Anti-Virus Protection, 2025 Model, TS-Q12PNXE, White)",41884.3034482759,71861.5763888889,42.0347222222222,5.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DM61YDJ8,https://www.amazon.in/dp/B0DM61YDJ8?th=1&psc=1&language=en_IN,"Android 14 Tablet 10 Inch Tablet 5G WiFi Octa-Core 10GB RAM + 64GB ROM (TF 2TB), FHD, Dual Camera, 6000mAh, Bluetooth 5.0, Widevine L1, Tablet with Keyboard and Mouse (aerolite ash+gaming",12943.0,16943.0,24.0,4.7,4.0,Computers & Accessories > Tablets,Tablets,Amazon
B0DN9SZJ73,https://www.amazon.in/dp/B0DN9SZJ73?th=1&psc=1&language=en_IN,"Trenzu 5Ghz WiFi Range Extender | Up to 1200Mbps Dual Band Speed | Connects Up to 20 Devices | Signal Booster, Repeater & Access Point | 4 Antennas, LAN Port | Easy Setup | 5G WiFi Range Amplifier",1919.0,3999.0,52.0,3.3,172.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B0DP5N2VTR,https://www.amazon.in/dp/B0DP5N2VTR?th=1&psc=1&language=en_IN,"Blue Star 1.5 Ton 5 Star, 60 Months Warranty, Wi-Fi Smart Inverter Split AC (Copper, Convertible 5 in 1 Cooling, AI Pro, DigiQ Hepta Sensors, 4 Way Swing, IC518ZNURS, White)",44490.0,75000.0,41.0,3.8,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DPFG5FBD,https://www.amazon.in/dp/B0DPFG5FBD?th=1&psc=1&language=en_IN,"Jio AX6000 Mesh WiFi 6 Device, Works with JioAirFiber Only, Jio True AI Mesh, Dual Band, Up to 6 Gbps Speed, WPA3 Security, Mu-MIMO, OFDMA, Easy Setup with JioHome App, Wireless Range Extender(JE6801)",1603.17894736842,4084.03157894737,57.2631578947368,3.8,14.0,Computers & Accessories > Networking Devices > Wifi Extender,Wifi Extender,Amazon
B0DQQ3PZVW,https://www.amazon.in/dp/B0DQQ3PZVW?th=1&psc=1&language=en_IN,"LG 1.5 Ton 4 Star DUAL Inverter Split AC (Copper, AI Convertible 6-in-1, VIRAAT Mode, Faster Cooling & Energy Saving, 4 Way Swing, HD Filter with Anti-Virus Protection, US-Q19JNYE, White)",42990.0,81990.0,48.0,3.8,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DQQ4XDBB,https://www.amazon.in/dp/B0DQQ4XDBB?th=1&psc=1&language=en_IN,"LG 1.5 Ton 3 Star DUAL Inverter Split AC (Copper, AI Convertible 6-in-1, VIRAAT Mode, Diet Mode+, Faster Cooling & Energy Saving, HD Filter with Anti-Virus Protection, US-Q18JNXE, White)",35990.0,78990.0,54.0,3.8,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DQQ55C8M,https://www.amazon.in/dp/B0DQQ55C8M?th=1&psc=1&language=en_IN,"LG 1 Ton 4 Star DUAL Inverter Split AC (Copper, AI Convertible 6-in-1 with VIRAAT Mode, Faster Cooling & Energy Saving, 4 Way Swing, HD Filter with AntiVirus Protection, US-Q13JNYE, White)",34990.0,71990.0,51.0,4.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DQQ5MFWQ,https://www.amazon.in/dp/B0DQQ5MFWQ?th=1&psc=1&language=en_IN,"LG 1 Ton 5 Star DUAL Inverter Split AC (Copper, AI Convertible 6-in-1 with VIRAAT Mode, Faster Cooling & Energy Saving, 4 Way Swing, HD Filter with AntiVirus Protection, US-Q14YNZE, White)",38990.0,75990.0,49.0,4.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DQTBQV3C,https://www.amazon.in/dp/B0DQTBQV3C?th=1&psc=1&language=en_IN,"Hitachi 1.5 Ton Class 3 Star, 4-Way Swing, ice Clean, Xpandable+, Inverter Split AC (100% Copper, Dust Filter, 3400SXL RAS.D318PCCIBS, White)",37490.0,63850.0,41.0,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DQTDJ5MD,https://www.amazon.in/dp/B0DQTDJ5MD?th=1&psc=1&language=en_IN,"Hitachi 1.5 Ton Class 5 Star, 4-Way Swing, ice Clean, Xpandable+, Inverter Split AC (100% Copper, Dust Filter,5400STXL RAS.G518PCCIBT, White)",44490.0,75850.0,41.0,4.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DQVCQ7P5,https://www.amazon.in/dp/B0DQVCQ7P5?th=1&psc=1&language=en_IN,"Hitachi 1.5 Ton Class 3 Star, Window Inverter AC (100% Copper, 100% cooling at 43 degree Celsius, RAW318HHEO, White)",24912.375,45977.1428571429,39.7142857142857,4.0,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Window Air Conditioners",Air Conditioners,Amazon
B0DR2YG4FF,https://www.amazon.in/dp/B0DR2YG4FF?th=1&psc=1&language=en_IN,"Godrej 1 Ton 3 Star, 5 Years Comprehensive Warranty, 5-In-1 Convertible Cooling, Inverter Split AC (Copper, 2025 Model, Heavy duty cooling at 52 °C, AC1T EI 12PINV3R32 WYQ 3S, White)",41884.3034482759,71861.5763888889,42.0347222222222,3.7,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DR327PJK,https://www.amazon.in/dp/B0DR327PJK?th=1&psc=1&language=en_IN,"Godrej 1.5 Ton 3 Star, 5 Years Comprehensive Warranty, 5-In-1 Convertible Cooling, Inverter Split AC (Copper, 2025 Model, Heavy duty cooling at 52 °C, AC1.5T EI 18P3T WZT 3S, White)",41884.3034482759,71861.5763888889,42.0347222222222,3.5,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DR35X9BV,https://www.amazon.in/dp/B0DR35X9BV?th=1&psc=1&language=en_IN,"Samsung 1.5 Ton 5 Star Windfree AI Inverter Smart Split AC (WiFi, Energy Saving, Voice Control, Powerful Cooling, Copper, Digital Inverter, 4 Way swing, Convertible, BESPOKE AI AR60F19D1ZWNNA)",41884.3034482759,71861.5763888889,42.0347222222222,3.8,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DRG6FR78,https://www.amazon.in/dp/B0DRG6FR78?th=1&psc=1&language=en_IN,"LG 1.5 Ton 5 Star, Wi-Fi, Energy Manager+, DUAL Inverter Split AC (Copper, AI+ Convertible 6-in-1, Diet Mode+, 4 Way Swing, HD Filter with Anti-Virus Protection, US-Q19MWZE, Black Mirror)",41884.3034482759,71861.5763888889,42.0347222222222,4.1,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DRG7M72Z,https://www.amazon.in/dp/B0DRG7M72Z?th=1&psc=1&language=en_IN,"LG 1.5 Ton 5 Star DUAL Inverter Split AC (Copper, AI Convertible 6-in-1, VIRAAT Mode, Faster Cooling & Energy Saving, 4 Way Swing, HD Filter with Anti-Virus Protection, US-Q19YNZE, White)",45490.0,85990.0,47.0,3.9,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DRY6T8B8,https://www.amazon.in/dp/B0DRY6T8B8?th=1&psc=1&language=en_IN,"Samsung 1.5 Ton 3 Star AI Inverter Smart Split AC (WiFi, Energy Saving, Voice Control, Powerful Cooling, Copper, Digital Inverter, 4 Way swing, 5 Step Convertible, BESPOKE AI AR50F18D1LHNNA)",36490.0,56990.0,36.0,3.6,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DRY7S43S,https://www.amazon.in/dp/B0DRY7S43S?th=1&psc=1&language=en_IN,"Samsung 1 Ton 3 Star Digital Inverter Split AC (Faster & Powerful Cooling even at 58 Degree C, 100% Copper, 5 year comprehensive warranty, 5 Step Convertible, AR50F12D0LHNNA, White)",31990.0,53490.0,40.0,3.7,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DRYTZ1F9,https://www.amazon.in/dp/B0DRYTZ1F9?th=1&psc=1&language=en_IN,"Haier 1.5 Ton 3 Star Twin Inverter Split AC (Copper, 7 in 1 Convertible, Frost Self Clean, HD Filter, Cools at 54°C, Long Air Throw - HSU17VP-TQS3BN-INV, White)",33990.0,69999.0,51.0,3.6,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Split-System Air Conditioners",Air Conditioners,Amazon
B0DRYWVWSS,https://www.amazon.in/dp/B0DRYWVWSS?th=1&psc=1&language=en_IN,"Xiaomi Pad 7 |Qualcomm Snapdragon 7+ Gen 3 |28.35cm(11.16"") Display |8GB, 128GB |3.2K CrystalRes Display |HyperOS 2 |68 Billion+ Colours |Dolby Vision Atmos |Quad Speakers |Wi-Fi 6 |Graphite Grey",26999.0,34999.0,23.0,4.3,427.0,Computers & Accessories > Tablets,Tablets,Amazon
B0DS27WTT1,https://www.amazon.in/dp/B0DS27WTT1?th=1&psc=1&language=en_IN,Portable Air Conditioner Small Evaporative Air Cooler Fan for Work Dorm Desk 1 Water Container,26091.7741935484,34537.6451612903,26.7096774193548,2.84285714285714,2833.0,"Home & Kitchen > Heating, Cooling & Air Quality > Air Conditioners > Portable Air Conditioners",Air Conditioners,Amazon
